X,Y
5.4881350392732475,14.811120237763138
7.151893663724195,20.204613814402578
6.027633760716439,17.520929961163336
5.448831829968968,14.361419973660713
4.236547993389047,14.961348180573694
6.458941130666561,19.813771437363705
4.375872112626925,14.9305237964135
8.917730007820797,22.655535179829243
9.636627605010293,23.202502588510043
3.8344151882577773,13.723282103446692
7.917250380826646,20.431323814680113
5.288949197529044,16.800343465440516
5.680445610939323,16.569166199955507
9.25596638292661,24.488571802336935
0.7103605819788694,6.777087561132141
0.8712929970154071,7.449159162222762
0.2021839744032572,5.414867969527335
8.32619845547938,23.438267404864597
7.781567509498505,20.69004711170063
8.700121482468191,22.802232328381084
9.78618342232764,26.455517541711536
7.9915856421672355,19.635412223192024
4.6147936225293185,12.959102246572904
7.805291762864554,21.57998023388712
1.1827442586893322,6.192365112264504
6.399210213275238,19.74204161219977
1.433532874090464,7.45344676742118
9.446689170495839,23.14592352955092
5.218483217500717,17.35990846148182
4.146619399905235,14.773753591244896
2.64555612104627,12.158671202519109
7.742336894342166,21.390718446959717
4.5615033221654855,13.261780959276269
5.684339488686485,18.278743930472004
0.18789800436355142,5.107792637775723
6.176354970758771,18.155166337313936
6.120957227224214,18.189166422222176
6.169339968747569,17.183669844404303
9.437480785146242,24.489040940638564
6.818202991034834,19.558612653636196
3.59507900573786,12.56658354263135
4.3703195379934145,12.641238285402634
6.976311959272649,19.250862092751355
0.6022547162926983,7.530895329272427
6.667667154456677,17.64076644918199
6.706378696181594,18.26312285203552
2.103825610738409,8.77249766975518
1.289262976548533,9.427789681576408
3.1542835092418384,11.980861775496113
3.637107709426226,12.681677255093563
5.701967704178797,15.634019333912278
4.386015134623204,14.311279460538225
9.883738380592263,24.093144100527148
1.0204481074802807,7.072726773234913
2.088767560948347,8.541689043517813
1.6130951788499626,8.902623652646426
6.531083254653984,18.63875732592291
2.532916025397821,9.857533295217648
4.663107728563062,14.72222216978777
2.4442559200160274,8.79545033130155
1.5896958364551972,6.688134080204789
1.1037514116430513,7.646894524550639
6.563295894652734,18.293265284677997
1.381829513486138,8.398690463864382
1.965823616800535,11.31479200846501
3.687251706609641,13.318982900209695
8.209932298479352,20.507042371514544
0.9710127579306127,8.059041803957077
8.379449074988038,20.442990739464555
0.9609840789396307,6.460383553064553
9.764594650133958,24.460947694943286
4.686512016477016,16.086366754603397
9.767610881903371,23.790466941758304
6.04845519745046,16.270471856241905
7.3926357939830165,19.6868190635406
0.39187792254320675,5.120277558724306
2.828069625764096,11.782775173634699
1.201965612131689,6.323999715899954
2.9614019752214493,9.775335298031795
1.1872771895424405,6.936734334340446
3.1798317939397602,10.861631137187215
4.1426299451467,15.214791944110386
0.6414749634878436,7.2323707339014485
6.924721193700199,18.93699362878559
5.666014542065751,15.106593565301335
2.653894909394454,11.152152795190455
5.232480534666997,14.464745721944428
0.9394051075844168,5.334039118391222
5.759464955561793,17.70695970347589
9.292961975762141,23.902866563449134
3.1856895245132364,12.292237872807291
6.674103799636817,18.666935252216657
1.3179786240439217,8.492787859990534
7.163272041185655,18.675518489071163
2.894060929472011,9.753879017159557
1.8319136200711683,9.345421758423964
5.865129348100831,15.926849032027821
0.20107546187493552,4.71260114599967
8.289400292173632,21.12326808082992
0.046954761925470656,5.111388682875998
